,name,slug_club,displayName,slug_player,status.lastFiveSo5Appearances,status.lastFiveSo5AverageScore,status.lastFifteenSo5Appearances,status.lastFifteenSo5AverageScore,status.playingStatus,position,score,level_score,mins_played,yellow_card,was_fouled,error_lead_to_shot,double_double,triple_double,triple_triple,poss_lost_ctrl,duel_lost,duel_won,big_chance_created,adjusted_total_att_assist,accurate_pass,successful_final_third_passes,ontarget_scoring_att,won_contest,pen_area_entries,penalty_kick_missed,big_chance_missed,saves,saved_ibox,good_high_claim,punches,dive_save,dive_catch,cross_not_claimed,six_second_violation,gk_smother,accurate_keeper_sweeper,goals,accurate_long_balls,missed_pass,three_goals_conceded,clean_sheet_60,penalty_save,fouls,goals_conceded,won_tackle,blocked_cross,outfielder_block,poss_won,interception_won,effective_clearance,long_pass_own_to_opp_success,penalty_conceded,goal_assist,assist_penalty_won,red_card,last_man_tackle,error_lead_to_goal,clearance_off_line,own_goals
167,Clermont Foot 63,clermont-clermont-ferrand,Akim Zedadka,akim-zedadka,5,48.16,15,44.45333333333333,starter,Defender,48.160000000000004,0.0,89.0,0.2,0.0,0.0,0.0,0.0,0.0,18.6,4.6,3.8,0.0,0.8,31.0,7.2,0.0,0.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.2,0.0,0.4,0.0,0.6,0.8,1.0,0.0,0.2,7.4,1.8,0.8,3.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
168,Clermont Foot 63,clermont-clermont-ferrand,Alidu Seidu,alidu-seidu,4,51.6,9,43.25555555555556,starter,Defender,41.28,0.0,72.0,0.4,0.0,0.0,0.2,0.0,0.0,7.0,2.4,3.4,0.0,0.2,24.2,0.8,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,5.2,0.0,0.4,0.0,0.4,0.6,0.8,0.6,0.8,6.4,1.4,4.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Clermont Foot 63,clermont-clermont-ferrand,Arial Mendy,arial-benabent-mendy,2,22.55,7,27.47142857142857,substitute,Defender,9.02,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Clermont Foot 63,clermont-clermont-ferrand,Arthur Desmas,arthur-desmas,0,0.0,2,27.1,not_playing,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,Clermont Foot 63,clermont-clermont-ferrand,Aïman Maurer,aiman-maurer,0,0.0,0,0.0,not_playing,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Clermont Foot 63,clermont-clermont-ferrand,Cédric Hountondji,cedric-hountondji,5,52.64,9,48.76666666666666,starter,Defender,52.64,0.0,90.0,0.4,0.0,0.0,0.6,0.0,0.0,8.8,1.6,3.8,0.0,0.0,27.0,0.6,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,8.8,0.0,0.4,0.0,0.8,0.8,0.6,0.0,0.4,3.4,2.2,2.6,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Clermont Foot 63,clermont-clermont-ferrand,Elbasan Rashani,elbasan-rashani,5,55.67999999999999,10,45.13,starter,Midfielder,55.67999999999999,0.0,85.4,0.2,1.8,0.0,0.0,0.0,0.0,13.6,7.4,6.6,0.2,0.4,17.6,6.0,1.0,1.0,2.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,6.4,0.0,0.0,0.0,1.8,0.6,0.8,0.2,0.2,6.2,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
174,Clermont Foot 63,clermont-clermont-ferrand,Florent Ogier,florent-ogier,1,52.1,11,48.11818181818182,not_playing,Defender,10.42,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.4,0.0,0.0,10.2,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.6,1.4,0.4,0.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Clermont Foot 63,clermont-clermont-ferrand,Fred Gnalega,fred-gnalega,0,0.0,0,0.0,not_playing,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Clermont Foot 63,clermont-clermont-ferrand,Grejohn Kyei,grejohn-kyei,3,28.16666666666666,11,43.12727272727272,substitute,Forward,16.9,0.0,6.6,0.2,0.4,0.0,0.0,0.0,0.0,2.6,1.6,0.8,0.4,0.6,1.6,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Clermont Foot 63,clermont-clermont-ferrand,Jason Berthomier,jason-berthomier,5,46.33999999999999,13,47.36923076923077,regular,Midfielder,46.339999999999996,0.0,39.0,0.0,0.2,0.0,0.0,0.0,0.0,9.6,2.8,2.0,0.0,0.8,18.0,6.0,0.0,0.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,4.8,0.0,0.0,0.0,1.0,0.2,0.8,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
178,Clermont Foot 63,clermont-clermont-ferrand,Jean-Claude Billong,jean-claude-billong,0,0.0,4,38.15,not_playing,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,Clermont Foot 63,clermont-clermont-ferrand,Jim Allevinah,jim-allevinah,5,43.12,10,45.76,substitute,Forward,43.12,0.0,30.0,0.2,0.4,0.0,0.0,0.0,0.0,6.0,3.4,1.6,0.2,0.4,8.2,1.4,0.4,0.4,1.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
180,Clermont Foot 63,clermont-clermont-ferrand,Jodel Dossou,jodel-dossou,2,30.2,12,32.725,substitute,Midfielder,12.080000000000002,0.0,16.2,0.0,0.4,0.0,0.0,0.0,0.0,2.8,1.4,1.4,0.0,0.2,2.6,1.4,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Clermont Foot 63,clermont-clermont-ferrand,Johan Gastien,johan-gastien,5,49.94,12,49.375,starter,Midfielder,49.94,0.0,89.6,0.2,1.0,0.0,0.4,0.0,0.0,18.6,3.8,3.6,0.0,0.0,56.0,7.0,0.2,0.4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.8,0.0,0.0,0.0,0.6,0.8,1.0,0.0,0.8,9.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Clermont Foot 63,clermont-clermont-ferrand,Josué Albert,josue-albert,0,0.0,1,23.8,not_playing,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Clermont Foot 63,clermont-clermont-ferrand,Jérôme Phojo,jerome-phojo,1,25.5,1,25.5,not_playing,Defender,5.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Clermont Foot 63,clermont-clermont-ferrand,Karim Mohamed,karim-mohamed,0,0.0,0,0.0,not_playing,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Clermont Foot 63,clermont-clermont-ferrand,Lucas Da Cunha,lucas-da-cunha,4,49.1,7,46.5,starter,Forward,39.279999999999994,0.0,53.8,0.0,0.6,0.0,0.2,0.0,0.0,8.2,4.4,3.8,0.0,0.4,17.8,6.2,0.4,2.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Clermont Foot 63,clermont-clermont-ferrand,Lucas Margueron,lucas-margueron,0,0.0,0,0.0,not_playing,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,Clermont Foot 63,clermont-clermont-ferrand,Mathis Clairicia,mathis-clairicia,0,0.0,0,0.0,not_playing,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Clermont Foot 63,clermont-clermont-ferrand,Mohamed Bayo,mohamed-bayo,5,40.4,11,42.48181818181818,starter,Forward,40.4,0.0,82.4,0.0,0.4,0.0,0.0,0.0,0.0,8.6,4.4,3.2,0.0,0.2,10.4,3.2,0.6,0.4,1.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Clermont Foot 63,clermont-clermont-ferrand,Naël Jaby,nael-jaby,0,0.0,0,0.0,not_playing,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Clermont Foot 63,clermont-clermont-ferrand,Oriol Busquets,oriol-busquets-mas,0,0.0,3,25.5,not_playing,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Clermont Foot 63,clermont-clermont-ferrand,Ouparine Djoco,ouparine-djoco,5,49.46,13,45.84615384615385,starter,Goalkeeper,49.46,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.6,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Clermont Foot 63,clermont-clermont-ferrand,Pierre-Yves Hamel,pierre-yves-hamel,1,38.6,7,32.24285714285714,not_playing,Forward,7.720000000000001,0.0,9.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.4,0.8,0.0,0.0,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Clermont Foot 63,clermont-clermont-ferrand,Salis Samed,salis-abdul-samed,5,40.73999999999999,14,45.45714285714285,starter,Midfielder,40.74,0.0,79.2,0.4,1.0,0.0,0.0,0.2,0.0,10.4,5.6,3.8,0.0,0.4,36.4,8.0,0.2,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,5.0,0.0,0.0,0.0,1.4,0.8,0.4,0.0,0.0,6.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Clermont Foot 63,clermont-clermont-ferrand,Saîf-Eddine Khaoui,saif-eddine-khaoui,1,27.0,6,29.09999999999999,not_playing,Midfielder,5.4,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.0,0.6,0.4,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Clermont Foot 63,clermont-clermont-ferrand,Vital N'Simba,vital-n-simba,5,46.73999999999999,15,45.63333333333333,starter,Defender,46.739999999999995,0.0,90.0,0.0,0.0,0.0,0.2,0.0,0.0,15.6,4.2,5.8,0.2,0.6,33.0,6.8,0.0,1.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,7.8,0.0,0.4,0.0,0.4,0.8,1.8,0.0,0.4,6.6,0.6,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Clermont Foot 63,clermont-clermont-ferrand,Wabo Kamdem,wabo-oliver-kamdem,0,0.0,0,0.0,not_playing,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Clermont Foot 63,clermont-clermont-ferrand,Yadaly Diaby,yadaly-diaby,0,0.0,5,22.46,not_playing,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Clermont Foot 63,clermont-clermont-ferrand,Yohann Magnin,yohann-magnin,5,44.9,12,46.14166666666667,starter,Midfielder,44.9,0.0,61.8,0.0,1.2,0.0,0.8,0.0,0.0,8.0,2.6,5.6,0.0,0.2,24.4,5.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,5.2,0.0,0.0,0.0,0.4,0.6,1.8,0.2,0.4,3.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Club Atlético de Madrid,atletico-madrid-madrid,Adrián Corral,adrian-corral-alciturri-2003-01-05,0,0.0,0,0.0,not_playing,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Club Atlético de Madrid,atletico-madrid-madrid,Alberto Moreno,alberto-moreno-rebanal,0,0.0,0,0.0,not_playing,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Club Atlético de Madrid,atletico-madrid-madrid,Alejandro Iturbe,alejandro-iturbe-encabo,0,0.0,0,0.0,not_playing,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Club Atlético de Madrid,atletico-madrid-madrid,Antoine Griezmann,antoine-griezmann,2,25.5,6,49.78333333333333,substitute,Forward,10.2,0.0,8.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.8,0.4,0.0,0.0,1.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Club Atlético de Madrid,atletico-madrid-madrid,Antonio Gomís,antonio-gomis-aleman,0,0.0,0,0.0,not_playing,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Club Atlético de Madrid,atletico-madrid-madrid,Benjamin Lecomte,benjamin-lecomte,0,0.0,0,0.0,not_playing,Goalkeeper,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Club Atlético de Madrid,atletico-madrid-madrid,Carlos Martín,carlos-martin-dominguez,0,0.0,0,0.0,not_playing,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Club Atlético de Madrid,atletico-madrid-madrid,Christian,christian-gomez-vela,0,0.0,0,0.0,not_playing,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,Club Atlético de Madrid,atletico-madrid-madrid,Daniel Wass,daniel-wass,0,0.0,7,36.4,not_playing,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Club Atlético de Madrid,atletico-madrid-madrid,Felipe,felipe-augusto-de-almeida-monteiro,2,17.2,10,37.01,substitute,Defender,6.88,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,1.2,0.0,0.0,7.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.8,0.0,0.0,0.0,0.8,0.6,0.2,0.0,0.0,0.6,0.4,1.4,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
209,Club Atlético de Madrid,atletico-madrid-madrid,Fran Gonzalez,francisco-gonzalez-verjara,0,0.0,0,0.0,not_playing,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Club Atlético de Madrid,atletico-madrid-madrid,Geoffrey Kondogbia,geoffrey-kondogbia,5,63.44,12,58.94166666666666,starter,Midfielder,63.44,0.0,68.0,0.0,1.0,0.0,0.4,0.2,0.2,5.8,4.2,7.0,0.2,0.2,30.8,5.8,0.0,1.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.8,0.0,0.0,0.0,0.8,1.0,2.0,0.0,0.0,6.6,2.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
211,Club Atlético de Madrid,atletico-madrid-madrid,Giuliano Simeone,giuliano-simeone,0,0.0,0,0.0,not_playing,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Club Atlético de Madrid,atletico-madrid-madrid,Héctor Herrera,hector-miguel-herrera-lopez,5,43.14,12,42.60833333333333,starter,Midfielder,43.14,0.0,56.6,0.2,0.4,0.0,0.0,0.2,0.0,11.2,4.6,4.8,0.0,0.8,30.0,6.8,0.2,1.6,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,7.0,0.0,0.0,0.0,1.8,0.2,0.8,0.4,0.2,6.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Club Atlético de Madrid,atletico-madrid-madrid,Ibrahima Cámara,ibrahima-vaniel-camara-silva,0,0.0,0,0.0,not_playing,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
